# BLASTN 2.2.31+
# Query: SMASTR_1_F
# Database: ../BlastDB/human_genome.db
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 27 hits found
SMASTR_1_F	NC_000011.10	100.00	24	0	0	1	24	82292699	82292722	8e-05	48.1
SMASTR_1_F	NC_000011.10	100.00	16	0	0	8	23	49324932	49324917	4.6	32.2
SMASTR_1_F	NC_000010.11	100.00	24	0	0	1	24	29577764	29577741	8e-05	48.1
SMASTR_1_F	NC_000007.14	100.00	19	0	0	3	21	48623560	48623578	0.074	38.2
SMASTR_1_F	NC_000007.14	100.00	16	0	0	4	19	144177903	144177888	4.6	32.2
SMASTR_1_F	NC_000002.12	100.00	19	0	0	1	19	135399744	135399726	0.074	38.2
SMASTR_1_F	NC_000001.11	100.00	19	0	0	1	19	196707344	196707326	0.074	38.2
SMASTR_1_F	NC_000001.11	100.00	16	0	0	4	19	8416040	8416025	4.6	32.2
SMASTR_1_F	NC_000001.11	100.00	16	0	0	4	19	58818326	58818341	4.6	32.2
SMASTR_1_F	NC_000001.11	95.00	20	1	0	5	24	86067973	86067954	4.6	32.2
SMASTR_1_F	NC_000001.11	100.00	16	0	0	1	16	87499171	87499186	4.6	32.2
SMASTR_1_F	NC_000001.11	100.00	16	0	0	1	16	148165671	148165656	4.6	32.2
SMASTR_1_F	NC_000001.11	100.00	16	0	0	4	19	196873376	196873361	4.6	32.2
SMASTR_1_F	NC_000001.11	100.00	16	0	0	4	19	220403055	220403040	4.6	32.2
SMASTR_1_F	NC_000017.11	100.00	18	0	0	7	24	30395270	30395253	0.29	36.2
SMASTR_1_F	NC_000009.12	100.00	17	0	0	2	18	75375256	75375240	1.2	34.2
SMASTR_1_F	NC_000023.11	100.00	16	0	0	2	17	102000162	102000147	4.6	32.2
SMASTR_1_F	NC_000023.11	100.00	16	0	0	4	19	146456977	146456992	4.6	32.2
SMASTR_1_F	NC_000015.10	100.00	16	0	0	1	16	92498637	92498652	4.6	32.2
SMASTR_1_F	NC_000013.11	100.00	16	0	0	4	19	24860626	24860641	4.6	32.2
SMASTR_1_F	NC_000013.11	95.00	20	1	0	1	20	89776359	89776340	4.6	32.2
SMASTR_1_F	NC_000012.12	100.00	16	0	0	8	23	20403057	20403042	4.6	32.2
SMASTR_1_F	NC_000012.12	100.00	16	0	0	4	19	41779065	41779080	4.6	32.2
SMASTR_1_F	NC_000006.12	100.00	16	0	0	9	24	100438552	100438567	4.6	32.2
SMASTR_1_F	NC_000004.12	100.00	16	0	0	4	19	147382786	147382801	4.6	32.2
SMASTR_1_F	NC_000003.12	100.00	16	0	0	5	20	30163284	30163269	4.6	32.2
SMASTR_1_F	NC_000003.12	95.00	20	1	0	4	23	180164489	180164470	4.6	32.2
# BLASTN 2.2.31+
# Query: SMASTR_2_F
# Database: ../BlastDB/human_genome.db
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 19 hits found
SMASTR_2_F	NC_000015.10	100.00	23	0	0	1	23	88266804	88266826	3e-04	46.1
SMASTR_2_F	NC_000023.11	100.00	17	0	0	2	18	31349536	31349520	0.99	34.2
SMASTR_2_F	NC_000023.11	100.00	16	0	0	1	16	113050351	113050336	3.9	32.2
SMASTR_2_F	NC_000023.11	95.00	20	1	0	2	21	117531948	117531967	3.9	32.2
SMASTR_2_F	NC_000009.12	100.00	17	0	0	1	17	4090533	4090549	0.99	34.2
SMASTR_2_F	NC_000005.10	95.24	21	1	0	2	22	106133731	106133751	0.99	34.2
SMASTR_2_F	NC_000005.10	100.00	16	0	0	1	16	97159651	97159666	3.9	32.2
SMASTR_2_F	NC_000020.11	100.00	16	0	0	2	17	23509621	23509606	3.9	32.2
SMASTR_2_F	NC_000017.11	100.00	16	0	0	4	19	63407407	63407422	3.9	32.2
SMASTR_2_F	NC_000013.11	95.00	20	1	0	1	20	52712236	52712217	3.9	32.2
SMASTR_2_F	NC_000012.12	95.00	20	1	0	1	20	1293905	1293886	3.9	32.2
SMASTR_2_F	NC_000008.11	100.00	16	0	0	2	17	56065791	56065806	3.9	32.2
SMASTR_2_F	NC_000008.11	100.00	16	0	0	6	21	61264039	61264024	3.9	32.2
SMASTR_2_F	NC_000007.14	100.00	16	0	0	2	17	116928198	116928213	3.9	32.2
